target,source,flowunique,flow,hour
TPSZ02,BMSZ07,43,45,8
TPSZ02,BMSZ10,41,42,8
TPSZ02,BPSZ04,41,41,8
TPSZ02,BSSZ01,470,486,8
TPSZ02,BSSZ02,232,234,8
TPSZ02,BSSZ03,560,578,8
TPSZ02,BTSZ01,116,113,8
TPSZ02,BTSZ02,41,42,8
TPSZ02,BTSZ03,41,41,8
TPSZ02,BTSZ05,89,95,8
TPSZ02,BTSZ06,90,93,8
TPSZ02,CHSZ03,43,43,8
TPSZ02,CKSZ05,69,68,8
TPSZ02,CLSZ04,50,50,8
TPSZ02,DTSZ02,122,120,8
TPSZ02,GLSZ01,92,92,8
TPSZ02,GLSZ02,113,112,8
TPSZ02,GLSZ03,58,58,8
TPSZ02,GLSZ04,269,270,8
TPSZ02,GLSZ05,122,124,8
TPSZ02,HGSZ02,68,66,8
TPSZ02,HGSZ03,57,58,8
TPSZ02,HGSZ04,111,111,8
TPSZ02,HGSZ05,89,88,8
TPSZ02,HGSZ07,184,181,8
TPSZ02,HGSZ08,105,104,8
TPSZ02,JWSZ03,54,54,8
TPSZ02,JWSZ08,43,43,8
TPSZ02,JWSZ09,55,57,8
TPSZ02,KLSZ01,373,377,8
TPSZ02,KLSZ02,101,100,8
TPSZ02,KLSZ05,45,47,8
TPSZ02,KLSZ06,58,59,8
TPSZ02,KLSZ07,169,166,8
TPSZ02,KLSZ08,50,55,8
TPSZ02,MPSZ03,68,68,8
TPSZ02,NTSZ04,73,73,8
TPSZ02,NVSZ01,1119,1119,8
TPSZ02,NVSZ02,254,254,8
TPSZ02,NVSZ03,180,181,8
TPSZ02,NVSZ04,63,65,8
TPSZ02,ORSZ02,641,644,8
TPSZ02,ORSZ03,41,42,8
TPSZ02,OTSZ03,42,43,8
TPSZ02,PGSZ03,81,80,8
TPSZ02,PGSZ04,89,88,8
TPSZ02,PGSZ05,53,53,8
TPSZ02,PRSZ03,53,53,8
TPSZ02,PRSZ05,42,42,8
TPSZ02,QTSZ08,49,50,8
TPSZ02,RCSZ01,62,61,8
TPSZ02,RCSZ02,45,45,8
TPSZ02,SBSZ03,77,76,8
TPSZ02,SBSZ04,86,88,8
TPSZ02,SESZ02,84,85,8
TPSZ02,SESZ03,97,100,8
TPSZ02,SESZ04,92,95,8
TPSZ02,SESZ05,47,49,8
TPSZ02,SESZ06,95,97,8
TPSZ02,SGSZ03,58,58,8
TPSZ02,SGSZ04,216,211,8
TPSZ02,SGSZ05,126,127,8
TPSZ02,SGSZ06,228,232,8
TPSZ02,SGSZ07,89,88,8
TPSZ02,TMSZ02,142,138,8
TPSZ02,TMSZ03,97,96,8
TPSZ02,TMSZ04,66,65,8
TPSZ02,TNSZ01,101,101,8
TPSZ02,TNSZ04,81,81,8
TPSZ02,TPSZ01,505,508,8
TPSZ02,TPSZ02,1496,1721,8
TPSZ02,TPSZ03,423,410,8
TPSZ02,TPSZ04,254,261,8
TPSZ02,TPSZ05,417,420,8
TPSZ02,TPSZ06,428,439,8
TPSZ02,TPSZ07,135,134,8
TPSZ02,TPSZ09,216,213,8
TPSZ02,TPSZ12,89,89,8
TPSZ02,WCSZ01,42,45,8
TPSZ02,WDSZ02,65,65,8
TPSZ02,WDSZ03,181,180,8
TPSZ02,WDSZ04,70,70,8
TPSZ02,WDSZ05,58,58,8
TPSZ02,WDSZ06,50,51,8
TPSZ02,YSSZ02,77,77,8
TPSZ02,YSSZ03,92,90,8
TPSZ02,YSSZ04,149,147,8
TPSZ02,YSSZ05,47,47,8
TPSZ02,YSSZ09,135,134,8
TPSZ02,AMSZ01,147,153,12
TPSZ02,AMSZ02,135,132,12
TPSZ02,AMSZ03,142,147,12
TPSZ02,AMSZ04,157,155,12
TPSZ02,AMSZ05,65,65,12
TPSZ02,AMSZ06,90,92,12
TPSZ02,AMSZ08,54,55,12
TPSZ02,AMSZ09,72,70,12
TPSZ02,BDSZ01,84,86,12
TPSZ02,BDSZ03,95,93,12
TPSZ02,BDSZ04,173,178,12
TPSZ02,BDSZ05,88,89,12
TPSZ02,BDSZ06,72,70,12
TPSZ02,BMSZ01,63,62,12
TPSZ02,BMSZ07,78,77,12
TPSZ02,BMSZ09,57,58,12
TPSZ02,BMSZ10,58,58,12
TPSZ02,BMSZ16,47,47,12
TPSZ02,BPSZ05,45,45,12
TPSZ02,BSSZ01,447,440,12
TPSZ02,BSSZ02,250,248,12
TPSZ02,BSSZ03,698,707,12
TPSZ02,BTSZ01,97,97,12
TPSZ02,BTSZ05,76,82,12
TPSZ02,BTSZ06,68,66,12
TPSZ02,CCSZ01,51,55,12
TPSZ02,CHSZ03,77,77,12
TPSZ02,CKSZ05,45,45,12
TPSZ02,CLSZ04,45,45,12
TPSZ02,DTSZ01,130,132,12
TPSZ02,DTSZ02,300,290,12
TPSZ02,DTSZ03,92,90,12
TPSZ02,DTSZ12,84,82,12
TPSZ02,GLSZ01,86,85,12
TPSZ02,GLSZ02,117,116,12
TPSZ02,GLSZ03,95,95,12
TPSZ02,GLSZ04,348,356,12
TPSZ02,GLSZ05,234,228,12
TPSZ02,HGSZ02,54,55,12
TPSZ02,HGSZ03,55,55,12
TPSZ02,HGSZ04,92,93,12
TPSZ02,HGSZ05,90,89,12
TPSZ02,HGSZ07,189,185,12
TPSZ02,HGSZ08,100,99,12
TPSZ02,JESZ05,57,57,12
TPSZ02,JWSZ03,68,66,12
TPSZ02,JWSZ08,50,50,12
TPSZ02,JWSZ09,55,57,12
TPSZ02,KLSZ01,369,379,12
TPSZ02,KLSZ02,140,139,12
TPSZ02,KLSZ05,93,92,12
TPSZ02,KLSZ06,154,158,12
TPSZ02,KLSZ07,196,193,12
TPSZ02,KLSZ08,66,69,12
TPSZ02,KLSZ09,57,58,12
TPSZ02,MPSZ02,57,57,12
TPSZ02,MPSZ03,128,126,12
TPSZ02,MUSZ01,157,157,12
TPSZ02,NTSZ01,51,51,12
TPSZ02,NTSZ04,105,104,12
TPSZ02,NVSZ01,1272,1285,12
TPSZ02,NVSZ02,652,645,12
TPSZ02,NVSZ03,166,174,12
TPSZ02,NVSZ04,65,63,12
TPSZ02,NVSZ05,57,58,12
TPSZ02,ORSZ02,1816,1824,12
TPSZ02,ORSZ03,242,239,12
TPSZ02,OTSZ01,96,97,12
TPSZ02,OTSZ03,132,132,12
TPSZ02,OTSZ04,50,50,12
TPSZ02,PGSZ03,78,81,12
TPSZ02,PGSZ04,69,68,12
TPSZ02,PGSZ05,53,54,12
TPSZ02,PRSZ03,65,63,12
TPSZ02,PRSZ05,51,53,12
TPSZ02,QTSZ02,42,42,12
TPSZ02,QTSZ08,46,46,12
TPSZ02,RCSZ01,123,124,12
TPSZ02,RCSZ02,92,93,12
TPSZ02,RCSZ09,76,74,12
TPSZ02,RCSZ10,203,201,12
TPSZ02,SBSZ03,70,69,12
TPSZ02,SBSZ04,49,49,12
TPSZ02,SESZ02,77,78,12
TPSZ02,SESZ03,123,123,12
TPSZ02,SESZ04,46,46,12
TPSZ02,SESZ06,101,103,12
TPSZ02,SGSZ01,42,42,12
TPSZ02,SGSZ03,42,42,12
TPSZ02,SGSZ04,174,174,12
TPSZ02,SGSZ05,86,86,12
TPSZ02,SGSZ06,228,228,12
TPSZ02,SGSZ07,62,62,12
TPSZ02,SRSZ02,42,42,12
TPSZ02,TMSZ02,173,174,12
TPSZ02,TMSZ03,117,116,12
TPSZ02,TMSZ04,58,58,12
TPSZ02,TNSZ01,101,104,12
TPSZ02,TNSZ03,40,42,12
TPSZ02,TNSZ04,92,90,12
TPSZ02,TPSZ01,427,433,12
TPSZ02,TPSZ02,1692,1926,12
TPSZ02,TPSZ03,400,397,12
TPSZ02,TPSZ04,232,231,12
TPSZ02,TPSZ05,423,424,12
TPSZ02,TPSZ06,443,454,12
TPSZ02,TPSZ07,128,126,12
TPSZ02,TPSZ09,181,189,12
TPSZ02,TPSZ12,80,80,12
TPSZ02,WDSZ01,45,45,12
TPSZ02,WDSZ03,128,128,12
TPSZ02,WDSZ04,62,63,12
TPSZ02,WDSZ06,62,61,12
TPSZ02,WDSZ09,40,41,12
TPSZ02,YSSZ01,58,58,12
TPSZ02,YSSZ02,65,63,12
TPSZ02,YSSZ03,65,63,12
TPSZ02,YSSZ04,100,103,12
TPSZ02,YSSZ09,120,119,12
TPSZ02,AMSZ01,111,109,16
TPSZ02,AMSZ02,119,117,16
TPSZ02,AMSZ03,101,101,16
TPSZ02,AMSZ04,123,122,16
TPSZ02,AMSZ05,55,57,16
TPSZ02,AMSZ06,74,73,16
TPSZ02,AMSZ08,45,45,16
TPSZ02,AMSZ09,43,43,16
TPSZ02,AMSZ10,65,66,16
TPSZ02,BDSZ01,76,74,16
TPSZ02,BDSZ03,72,70,16
TPSZ02,BDSZ04,111,112,16
TPSZ02,BDSZ05,55,55,16
TPSZ02,BKSZ07,42,42,16
TPSZ02,BMSZ01,146,144,16
TPSZ02,BMSZ07,59,59,16
TPSZ02,BMSZ09,46,46,16
TPSZ02,BSSZ01,348,351,16
TPSZ02,BSSZ02,201,207,16
TPSZ02,BSSZ03,659,655,16
TPSZ02,BTSZ01,68,66,16
TPSZ02,BTSZ02,41,41,16
TPSZ02,BTSZ05,62,62,16
TPSZ02,BTSZ06,65,63,16
TPSZ02,CHSZ03,108,107,16
TPSZ02,DTSZ01,189,188,16
TPSZ02,DTSZ02,340,336,16
TPSZ02,DTSZ03,155,154,16
TPSZ02,DTSZ12,115,113,16
TPSZ02,GLSZ01,95,96,16
TPSZ02,GLSZ02,80,82,16
TPSZ02,GLSZ03,80,78,16
TPSZ02,GLSZ04,289,289,16
TPSZ02,GLSZ05,248,247,16
TPSZ02,HGSZ04,62,61,16
TPSZ02,HGSZ05,69,69,16
TPSZ02,HGSZ07,105,105,16
TPSZ02,HGSZ08,73,72,16
TPSZ02,JESZ05,70,70,16
TPSZ02,JWSZ09,49,49,16
TPSZ02,KLSZ01,308,327,16
TPSZ02,KLSZ02,111,112,16
TPSZ02,KLSZ05,69,68,16
TPSZ02,KLSZ06,105,107,16
TPSZ02,KLSZ07,144,147,16
TPSZ02,KLSZ08,68,68,16
TPSZ02,KLSZ09,76,74,16
TPSZ02,MPSZ03,88,90,16
TPSZ02,MUSZ01,134,134,16
TPSZ02,NTSZ01,47,47,16
TPSZ02,NTSZ04,81,80,16
TPSZ02,NVSZ01,1107,1141,16
TPSZ02,NVSZ02,587,576,16
TPSZ02,NVSZ03,166,174,16
TPSZ02,NVSZ04,40,41,16
TPSZ02,ORSZ02,1539,1516,16
TPSZ02,ORSZ03,408,408,16
TPSZ02,OTSZ01,119,117,16
TPSZ02,OTSZ03,158,158,16
TPSZ02,PGSZ03,51,51,16
TPSZ02,PRSZ02,49,49,16
TPSZ02,PRSZ03,63,63,16
TPSZ02,QTSZ05,41,41,16
TPSZ02,QTSZ06,54,54,16
TPSZ02,QTSZ08,46,46,16
TPSZ02,RCSZ01,130,131,16
TPSZ02,RCSZ02,72,70,16
TPSZ02,RCSZ09,50,50,16
TPSZ02,RCSZ10,224,227,16
TPSZ02,SBSZ03,49,49,16
TPSZ02,SESZ02,51,53,16
TPSZ02,SESZ03,80,81,16
TPSZ02,SESZ06,70,73,16
TPSZ02,SGSZ03,46,47,16
TPSZ02,SGSZ04,120,123,16
TPSZ02,SGSZ05,80,81,16
TPSZ02,SGSZ06,216,213,16
TPSZ02,SGSZ07,57,57,16
TPSZ02,SISZ01,73,72,16
TPSZ02,SRSZ02,51,51,16
TPSZ02,TMSZ02,124,127,16
TPSZ02,TMSZ03,103,103,16
TPSZ02,TMSZ04,55,55,16
TPSZ02,TNSZ01,90,96,16
TPSZ02,TNSZ04,76,76,16
TPSZ02,TPSZ01,375,371,16
TPSZ02,TPSZ02,1482,1694,16
TPSZ02,TPSZ03,352,350,16
TPSZ02,TPSZ04,193,193,16
TPSZ02,TPSZ05,335,338,16
TPSZ02,TPSZ06,316,312,16
TPSZ02,TPSZ07,136,136,16
TPSZ02,TPSZ09,166,163,16
TPSZ02,TPSZ12,95,97,16
TPSZ02,WDSZ01,53,53,16
TPSZ02,WDSZ03,76,76,16
TPSZ02,WDSZ09,99,97,16
TPSZ02,YSSZ01,45,45,16
TPSZ02,YSSZ03,63,62,16
TPSZ02,YSSZ04,74,73,16
TPSZ02,YSSZ09,100,100,16
TPSZ02,AMSZ01,68,66,20
TPSZ02,AMSZ02,62,61,20
TPSZ02,AMSZ03,42,43,20
TPSZ02,AMSZ04,55,58,20
TPSZ02,BDSZ04,69,69,20
TPSZ02,BMSZ01,96,95,20
TPSZ02,BSSZ01,212,213,20
TPSZ02,BSSZ02,70,72,20
TPSZ02,BSSZ03,296,294,20
TPSZ02,BTSZ05,40,41,20
TPSZ02,CHSZ03,90,89,20
TPSZ02,DTSZ01,123,122,20
TPSZ02,DTSZ02,176,170,20
TPSZ02,DTSZ03,124,126,20
TPSZ02,DTSZ12,70,70,20
TPSZ02,GLSZ04,122,122,20
TPSZ02,GLSZ05,70,72,20
TPSZ02,JESZ05,51,51,20
TPSZ02,KLSZ01,136,139,20
TPSZ02,KLSZ02,49,49,20
TPSZ02,KLSZ06,108,108,20
TPSZ02,KLSZ07,57,57,20
TPSZ02,KLSZ09,42,42,20
TPSZ02,MPSZ03,58,61,20
TPSZ02,MUSZ01,90,90,20
TPSZ02,NVSZ01,671,678,20
TPSZ02,NVSZ02,343,355,20
TPSZ02,NVSZ03,85,88,20
TPSZ02,ORSZ02,674,691,20
TPSZ02,ORSZ03,257,263,20
TPSZ02,OTSZ01,58,59,20
TPSZ02,OTSZ03,115,115,20
TPSZ02,RCSZ01,77,76,20
TPSZ02,RCSZ02,58,58,20
TPSZ02,RCSZ10,82,82,20
TPSZ02,SGSZ04,49,49,20
TPSZ02,SGSZ06,97,96,20
TPSZ02,SISZ01,47,47,20
TPSZ02,SRSZ02,46,47,20
TPSZ02,TMSZ02,85,85,20
TPSZ02,TMSZ03,45,46,20
TPSZ02,TNSZ01,51,53,20
TPSZ02,TPSZ01,184,189,20
TPSZ02,TPSZ02,1114,1283,20
TPSZ02,TPSZ03,180,178,20
TPSZ02,TPSZ04,119,122,20
TPSZ02,TPSZ05,184,178,20
TPSZ02,TPSZ06,130,130,20
TPSZ02,TPSZ07,72,72,20
TPSZ02,TPSZ09,66,66,20
TPSZ02,WDSZ09,65,63,20
TPSZ02,YSSZ09,49,49,20
TPSZ01,AMSZ03,43,45,8
TPSZ01,AMSZ04,51,51,8
TPSZ01,BSSZ01,725,736,8
TPSZ01,BSSZ02,221,224,8
TPSZ01,BSSZ03,227,228,8
TPSZ01,BTSZ01,45,46,8
TPSZ01,BTSZ05,42,42,8
TPSZ01,GLSZ04,45,45,8
TPSZ01,KLSZ01,59,59,8
TPSZ01,NVSZ01,140,139,8
TPSZ01,NVSZ02,69,68,8
TPSZ01,NVSZ03,46,46,8
TPSZ01,SGSZ04,49,49,8
TPSZ01,SGSZ06,41,41,8
TPSZ01,TNSZ01,42,42,8
TPSZ01,TPSZ01,809,953,8
TPSZ01,TPSZ02,308,312,8
TPSZ01,TPSZ03,95,96,8
TPSZ01,TPSZ04,55,55,8
TPSZ01,TPSZ05,51,53,8
TPSZ01,TPSZ06,66,70,8
TPSZ01,WDSZ03,66,68,8
TPSZ01,WDSZ04,47,47,8
TPSZ01,AMSZ01,45,45,12
TPSZ01,BSSZ01,662,656,12
TPSZ01,BSSZ02,231,231,12
TPSZ01,BSSZ03,325,320,12
TPSZ01,BTSZ05,65,65,12
TPSZ01,BTSZ06,41,41,12
TPSZ01,DTSZ02,46,46,12
TPSZ01,GLSZ04,57,57,12
TPSZ01,GLSZ05,46,46,12
TPSZ01,KLSZ01,42,43,12
TPSZ01,KLSZ07,43,43,12
TPSZ01,NVSZ01,151,151,12
TPSZ01,NVSZ02,130,131,12
TPSZ01,ORSZ02,194,190,12
TPSZ01,SGSZ04,53,54,12
TPSZ01,SGSZ06,51,51,12
TPSZ01,TNSZ04,57,57,12
TPSZ01,TPSZ01,702,805,12
TPSZ01,TPSZ02,478,482,12
TPSZ01,TPSZ03,136,135,12
TPSZ01,TPSZ05,62,61,12
TPSZ01,TPSZ06,62,61,12
TPSZ01,AMSZ01,68,69,16
TPSZ01,AMSZ04,45,45,16
TPSZ01,BSSZ01,518,536,16
TPSZ01,BSSZ02,213,217,16
TPSZ01,BSSZ03,304,311,16
TPSZ01,BTSZ05,41,41,16
TPSZ01,DTSZ01,45,45,16
TPSZ01,DTSZ02,84,82,16
TPSZ01,GLSZ04,53,53,16
TPSZ01,GLSZ05,49,50,16
TPSZ01,NVSZ01,157,155,16
TPSZ01,NVSZ02,147,143,16
TPSZ01,ORSZ02,250,246,16
TPSZ01,ORSZ03,68,66,16
TPSZ01,RCSZ10,47,47,16
TPSZ01,SGSZ06,62,61,16
TPSZ01,TPSZ01,697,790,16
TPSZ01,TPSZ02,421,420,16
TPSZ01,TPSZ03,142,140,16
TPSZ01,TPSZ05,46,49,16
TPSZ01,TPSZ06,59,61,16
TPSZ01,BMSZ01,50,50,20
TPSZ01,BSSZ01,398,410,20
TPSZ01,BSSZ02,140,144,20
TPSZ01,BSSZ03,219,223,20
TPSZ01,DTSZ02,62,61,20
TPSZ01,DTSZ03,45,45,20
TPSZ01,NVSZ01,115,115,20
TPSZ01,NVSZ02,93,92,20
TPSZ01,ORSZ02,177,174,20
TPSZ01,ORSZ03,63,63,20
TPSZ01,SGSZ06,43,43,20
TPSZ01,TPSZ01,504,601,20
TPSZ01,TPSZ02,320,329,20
TPSZ01,TPSZ03,126,126,20
TPSZ01,TPSZ05,41,42,20
JESZ03,BKSZ02,165,163,8
JESZ03,BKSZ05,68,68,8
JESZ03,BKSZ06,258,255,8
JESZ03,BKSZ07,275,297,8
JESZ03,BKSZ08,139,142,8
JESZ03,BKSZ09,382,398,8
JESZ03,BPSZ02,58,58,8
JESZ03,BPSZ03,41,41,8
JESZ03,BTSZ01,149,147,8
JESZ03,CKSZ01,47,49,8
JESZ03,CKSZ02,54,55,8
JESZ03,CKSZ03,63,63,8
JESZ03,CKSZ04,73,72,8
JESZ03,CKSZ05,96,96,8
JESZ03,CKSZ06,65,65,8
JESZ03,CLSZ01,104,107,8
JESZ03,CLSZ04,89,89,8
JESZ03,CLSZ06,111,111,8
JESZ03,CLSZ08,49,51,8
JESZ03,JESZ01,271,266,8
JESZ03,JESZ02,447,448,8
JESZ03,JESZ03,595,630,8
JESZ03,JESZ04,58,59,8
JESZ03,JESZ05,128,127,8
JESZ03,JESZ06,51,53,8
JESZ03,JESZ07,43,49,8
JESZ03,JESZ08,86,85,8
JESZ03,JWSZ02,104,104,8
JESZ03,JWSZ03,266,259,8
JESZ03,JWSZ04,123,122,8
JESZ03,JWSZ08,166,167,8
JESZ03,JWSZ09,161,162,8
JESZ03,WDSZ02,43,43,8
JESZ03,WDSZ03,50,50,8
JESZ03,WDSZ06,53,53,8
JESZ03,BKSZ01,50,50,12
JESZ03,BKSZ02,213,208,12
JESZ03,BKSZ04,49,49,12
JESZ03,BKSZ05,93,93,12
JESZ03,BKSZ06,278,282,12
JESZ03,BKSZ07,432,444,12
JESZ03,BKSZ08,193,194,12
JESZ03,BKSZ09,335,343,12
JESZ03,BMSZ01,46,50,12
JESZ03,BMSZ07,84,84,12
JESZ03,BPSZ01,43,43,12
JESZ03,BPSZ02,72,70,12
JESZ03,BPSZ03,50,50,12
JESZ03,BPSZ04,51,53,12
JESZ03,BPSZ05,66,65,12
JESZ03,BTSZ01,201,205,12
JESZ03,CKSZ01,66,66,12
JESZ03,CKSZ02,115,112,12
JESZ03,CKSZ03,136,136,12
JESZ03,CKSZ04,88,89,12
JESZ03,CKSZ05,153,154,12
JESZ03,CKSZ06,134,132,12
JESZ03,CLSZ01,116,116,12
JESZ03,CLSZ03,41,42,12
JESZ03,CLSZ04,198,197,12
JESZ03,CLSZ06,197,196,12
JESZ03,CLSZ07,74,74,12
JESZ03,CLSZ08,63,63,12
JESZ03,DTSZ02,42,43,12
JESZ03,GLSZ04,85,84,12
JESZ03,GLSZ05,49,49,12
JESZ03,JESZ01,273,273,12
JESZ03,JESZ02,387,392,12
JESZ03,JESZ03,649,716,12
JESZ03,JESZ04,166,165,12
JESZ03,JESZ05,409,404,12
JESZ03,JESZ06,80,80,12
JESZ03,JESZ08,128,127,12
JESZ03,JWSZ01,49,49,12
JESZ03,JWSZ02,181,184,12
JESZ03,JWSZ03,317,316,12
JESZ03,JWSZ04,212,215,12
JESZ03,JWSZ08,246,244,12
JESZ03,JWSZ09,377,381,12
JESZ03,ORSZ02,89,92,12
JESZ03,OTSZ03,41,42,12
JESZ03,QTSZ01,59,61,12
JESZ03,QTSZ04,51,51,12
JESZ03,QTSZ08,77,76,12
JESZ03,QTSZ11,47,49,12
JESZ03,RCSZ10,49,49,12
JESZ03,TPSZ02,45,45,12
JESZ03,WCSZ01,82,82,12
JESZ03,WDSZ02,49,49,12
JESZ03,WDSZ03,104,103,12
JESZ03,WDSZ04,51,51,12
JESZ03,YSSZ04,49,49,12
JESZ03,YSSZ09,59,59,12
JESZ03,BKSZ01,50,50,16
JESZ03,BKSZ02,177,174,16
JESZ03,BKSZ04,66,65,16
JESZ03,BKSZ05,95,95,16
JESZ03,BKSZ06,211,211,16
JESZ03,BKSZ07,455,462,16
JESZ03,BKSZ08,167,167,16
JESZ03,BKSZ09,444,451,16
JESZ03,BMSZ01,111,109,16
JESZ03,BMSZ07,77,77,16
JESZ03,BPSZ01,43,45,16
JESZ03,BPSZ02,82,82,16
JESZ03,BPSZ03,42,42,16
JESZ03,BPSZ04,50,50,16
JESZ03,BPSZ05,80,81,16
JESZ03,BTSZ01,190,186,16
JESZ03,BTSZ06,43,45,16
JESZ03,CKSZ01,43,43,16
JESZ03,CKSZ02,74,76,16
JESZ03,CKSZ03,119,116,16
JESZ03,CKSZ04,103,103,16
JESZ03,CKSZ05,115,117,16
JESZ03,CKSZ06,104,103,16
JESZ03,CLSZ01,177,181,16
JESZ03,CLSZ04,143,140,16
JESZ03,CLSZ06,150,154,16
JESZ03,CLSZ07,55,55,16
JESZ03,CLSZ08,62,61,16
JESZ03,DTSZ01,47,47,16
JESZ03,DTSZ02,68,69,16
JESZ03,DTSZ03,55,58,16
JESZ03,GLSZ04,73,73,16
JESZ03,JESZ01,288,285,16
JESZ03,JESZ02,400,398,16
JESZ03,JESZ03,743,837,16
JESZ03,JESZ04,236,242,16
JESZ03,JESZ05,522,517,16
JESZ03,JESZ06,81,81,16
JESZ03,JESZ07,53,53,16
JESZ03,JESZ08,82,84,16
JESZ03,JWSZ02,143,140,16
JESZ03,JWSZ03,350,351,16
JESZ03,JWSZ04,142,140,16
JESZ03,JWSZ08,217,216,16
JESZ03,JWSZ09,352,342,16
JESZ03,ORSZ02,123,124,16
JESZ03,ORSZ03,45,46,16
JESZ03,OTSZ03,63,63,16
JESZ03,PNSZ01,43,43,16
JESZ03,QTSZ08,54,54,16
JESZ03,QTSZ11,65,63,16
JESZ03,RCSZ10,65,63,16
JESZ03,WCSZ01,53,53,16
JESZ03,WDSZ02,40,41,16
JESZ03,WDSZ03,59,59,16
JESZ03,WDSZ09,42,42,16
JESZ03,BKSZ06,122,123,20
JESZ03,BKSZ07,216,221,20
JESZ03,BKSZ08,70,70,20
JESZ03,BKSZ09,273,277,20
JESZ03,BMSZ01,53,53,20
JESZ03,BTSZ01,104,107,20
JESZ03,CLSZ01,101,104,20
JESZ03,CLSZ04,46,46,20
JESZ03,CLSZ06,70,72,20
JESZ03,DTSZ02,46,46,20
JESZ03,GLSZ04,41,41,20
JESZ03,JESZ01,92,92,20
JESZ03,JESZ02,186,188,20
JESZ03,JESZ03,602,674,20
JESZ03,JESZ04,82,81,20
JESZ03,JESZ05,346,350,20
JESZ03,JESZ08,51,51,20
JESZ03,JWSZ02,53,54,20
JESZ03,JWSZ03,115,112,20
JESZ03,JWSZ04,43,43,20
JESZ03,JWSZ08,53,55,20
JESZ03,JWSZ09,116,116,20
JESZ03,ORSZ02,59,59,20
JESZ03,TSSZ02,43,43,20
CLSZ01,BKSZ07,41,41,8
CLSZ01,BKSZ09,252,258,8
CLSZ01,BTSZ01,80,82,8
CLSZ01,CLSZ01,655,782,8
CLSZ01,CLSZ02,49,54,8
CLSZ01,CLSZ03,63,63,8
CLSZ01,CLSZ04,104,105,8
CLSZ01,CLSZ06,68,68,8
CLSZ01,JESZ02,47,49,8
CLSZ01,JESZ03,93,96,8
CLSZ01,JESZ05,63,63,8
CLSZ01,JESZ06,302,321,8
CLSZ01,JESZ08,50,51,8
CLSZ01,JWSZ08,49,50,8
CLSZ01,JWSZ09,49,49,8
CLSZ01,BKSZ07,69,69,12
CLSZ01,BKSZ09,290,302,12
CLSZ01,BTSZ01,100,103,12
CLSZ01,CLSZ01,761,900,12
CLSZ01,CLSZ03,80,82,12
CLSZ01,CLSZ04,89,90,12
CLSZ01,CLSZ06,109,108,12
CLSZ01,JESZ02,45,45,12
CLSZ01,JESZ03,122,123,12
CLSZ01,JESZ05,189,185,12
CLSZ01,JESZ06,329,344,12
CLSZ01,JESZ08,50,51,12
CLSZ01,BKSZ09,304,315,16
CLSZ01,BLSZ03,50,50,16
CLSZ01,BTSZ01,170,176,16
CLSZ01,CHSZ03,46,47,16
CLSZ01,CLSZ01,873,963,16
CLSZ01,CLSZ02,45,46,16
CLSZ01,CLSZ03,68,73,16
CLSZ01,CLSZ04,124,123,16
CLSZ01,CLSZ06,104,105,16
CLSZ01,CLSZ09,46,47,16
CLSZ01,DTSZ02,63,63,16
CLSZ01,JESZ02,50,51,16
CLSZ01,JESZ03,144,143,16
CLSZ01,JESZ05,320,319,16
CLSZ01,JESZ06,335,356,16
CLSZ01,JESZ08,72,72,16
CLSZ01,JWSZ03,45,45,16
CLSZ01,JWSZ09,42,42,16
CLSZ01,RCSZ01,126,127,16
CLSZ01,RCSZ02,100,100,16
CLSZ01,TSSZ06,51,51,16
CLSZ01,WCSZ01,50,51,16
CLSZ01,WISZ01,180,184,16
CLSZ01,BKSZ09,278,292,20
CLSZ01,BTSZ01,136,136,20
CLSZ01,CLSZ01,857,1000,20
CLSZ01,CLSZ03,76,74,20
CLSZ01,CLSZ04,131,131,20
CLSZ01,CLSZ06,119,120,20
CLSZ01,JESZ02,51,51,20
CLSZ01,JESZ03,134,135,20
CLSZ01,JESZ05,323,323,20
CLSZ01,JESZ06,309,331,20
CLSZ01,JESZ08,70,72,20
CLSZ01,RCSZ01,296,306,20
CLSZ01,RCSZ02,196,197,20
AMSZ04,AMSZ01,115,113,8
AMSZ04,AMSZ02,346,348,8
AMSZ04,AMSZ03,419,424,8
AMSZ04,AMSZ04,799,867,8
AMSZ04,AMSZ05,421,419,8
AMSZ04,AMSZ06,325,329,8
AMSZ04,AMSZ07,49,49,8
AMSZ04,AMSZ08,85,86,8
AMSZ04,AMSZ09,192,192,8
AMSZ04,AMSZ10,49,51,8
AMSZ04,AMSZ12,58,58,8
AMSZ04,BSSZ01,614,610,8
AMSZ04,BSSZ02,440,459,8
AMSZ04,BSSZ03,444,446,8
AMSZ04,GLSZ04,63,62,8
AMSZ04,GLSZ05,55,55,8
AMSZ04,HGSZ04,96,96,8
AMSZ04,HGSZ05,73,72,8
AMSZ04,HGSZ07,73,72,8
AMSZ04,NVSZ01,62,61,8
AMSZ04,PGSZ04,45,45,8
AMSZ04,SESZ03,62,61,8
AMSZ04,SESZ06,47,47,8
AMSZ04,SGSZ01,70,72,8
AMSZ04,SGSZ03,88,86,8
AMSZ04,SGSZ04,153,151,8
AMSZ04,SGSZ05,46,46,8
AMSZ04,SGSZ06,144,143,8
AMSZ04,TPSZ01,41,41,8
AMSZ04,TPSZ02,68,68,8
AMSZ04,TPSZ03,51,54,8
AMSZ04,WDSZ03,54,55,8
